"region","state","city","population"
"Norte","Pará","Rondon do Pará","15"
"Norte","Pará","Salinópolis","15"
"Norte","Pará","Salvaterra","15"
"Norte","Pará","Santa Bárbara do Pará","15"
"Norte","Pará","Santa Cruz do Arari","15"
"Norte","Pará","Santa Izabel do Pará","15"
"Norte","Pará","Santa Luzia do Pará","15"
"Norte","Pará","Santa Maria do Pará","15"
"Norte","Pará","Santana do Araguaia","15"
"Norte","Pará","Santarém","15"
"Norte","Pará","Santarém Novo","15"
"Norte","Pará","Santo Antônio do Tauá","15"
"Norte","Pará","São Caetano de Odivelas","15"
"Norte","Pará","São Domingos do Araguaia","15"
"Norte","Pará","São Domingos do Capim","15"
"Norte","Pará","São Félix do Xingu","15"
"Norte","Pará","São Francisco do Pará","15"
"Norte","Pará","São Geraldo do Araguaia","15"
"Norte","Pará","São João da Ponta","15"
"Norte","Pará","São João de Pirabas","15"
"Norte","Pará","São João do Araguaia","15"
"Norte","Pará","São Miguel do Guamá","15"
"Norte","Pará","São Sebastião da Boa Vista","15"
"Norte","Pará","Senador José Porfírio","15"
"Norte","Pará","Soure","15"
"Norte","Pará","Tailândia","15"
"Norte","Pará","Terra Alta","15"
"Norte","Pará","Terra Santa","15"
"Norte","Pará","Tomé-Açu","15"
"Norte","Pará","Tracuateua","15"
"Norte","Pará","Tucumã","15"
"Norte","Pará","Tucuruí","15"
"Norte","Pará","Ulianópolis","15"
"Norte","Pará","Uruará","15"
"Norte","Pará","Vigia","15"
"Norte","Pará","Viseu","15"
"Norte","Pará","Vitória do Xingu","15"
"Norte","Pará","Xinguara","15"
"Norte","Amapá","Serra do Navio","16"
"Norte","Amapá","Amapá","16"
"Norte","Amapá","Pedra Branca do Amapari","16"
"Norte","Amapá","Calçoene","16"
"Norte","Amapá","Cutias","16"
"Norte","Amapá","Ferreira Gomes","16"
"Norte","Amapá","Itaubal","16"
"Norte","Amapá","Laranjal do Jari","16"
"Norte","Amapá","Macapá","16"
"Norte","Amapá","Mazagão","16"
"Norte","Amapá","Oiapoque","16"
"Norte","Amapá","Porto Grande","16"
"Norte","Amapá","Pracuúba","16"
"Norte","Amapá","Santana","16"
"Norte","Amapá","Tartarugalzinho","16"
"Norte","Amapá","Vitória do Jari","16"
"Norte","Tocantins","Abreulândia","17"
"Norte","Tocantins","Aguiarnópolis","17"
"Norte","Tocantins","Aliança do Tocantins","17"
"Norte","Tocantins","Alvorada","17"
"Norte","Tocantins","Ananás","17"
"Norte","Tocantins","Araguaína","17"
"Norte","Tocantins","Araguatins","17"
"Norte","Tocantins","Augustinópolis","17"
"Norte","Tocantins","Aurora do Tocantins","17"
"Norte","Tocantins","Axixá do Tocantins","17"
"Norte","Tocantins","Bandeirantes do Tocantins","17"
"Norte","Tocantins","Barrolândia","17"
"Norte","Tocantins","Buriti do Tocantins","17"
"Norte","Tocantins","Cariri do Tocantins","17"
"Norte","Tocantins","Colinas do Tocantins","17"
"Norte","Tocantins","Couto Magalhães","17"
"Norte","Tocantins","Cristalândia","17"
"Norte","Tocantins","Darcinópolis","17"
"Norte","Tocantins","Dianópolis","17"
"Norte","Tocantins","Dueré","17"
"Norte","Tocantins","Fátima","17"
"Norte","Tocantins","Figueirópolis","17"
"Norte","Tocantins","Formoso do Araguaia","17"
"Norte","Tocantins","Fortaleza do Tabocão","17"
"Norte","Tocantins","Goiatins","17"
"Norte","Tocantins","Guaraí","17"
"Norte","Tocantins","Gurupi","17"
"Norte","Tocantins","Lizarda","17"
"Norte","Tocantins","Marianópolis do Tocantins","17"
"Norte","Tocantins","Maurilândia do Tocantins","17"
"Norte","Tocantins","Miracema do Tocantins","17"
"Norte","Tocantins","Miranorte","17"
"Norte","Tocantins","Palmeiras do Tocantins","17"
"Norte","Tocantins","Nova Olinda","17"
"Norte","Tocantins","Nova Rosalândia","17"
"Norte","Tocantins","Novo Acordo","17"
"Norte","Tocantins","Paraíso do Tocantins","17"
"Norte","Tocantins","Ponte Alta do Tocantins","17"
"Norte","Tocantins","Porto Nacional","17"
"Norte","Tocantins","Pugmil","17"
"Norte","Tocantins","Sampaio","17"
"Norte","Tocantins","São Bento do Tocantins","17"
"Norte","Tocantins","São Miguel do Tocantins","17"
"Norte","Tocantins","Silvanópolis","17"
"Norte","Tocantins","Sítio Novo do Tocantins","17"
"Norte","Tocantins","Palmas","17"
"Norte","Tocantins","Tocantinópolis","17"
"Norte","Tocantins","Wanderlândia","17"
"Norte","Tocantins","Xambioá","17"
"Sudeste","Minas Gerais","Abadia dos Dourados","31"
"Sudeste","Minas Gerais","Abaeté","31"
"Sudeste","Minas Gerais","Aimorés","31"
"Sudeste","Minas Gerais","Além Paraíba","31"
"Sudeste","Minas Gerais","Alfenas","31"
"Sudeste","Minas Gerais","Alfredo Vasconcelos","31"
"Sudeste","Minas Gerais","Almenara","31"
"Sudeste","Minas Gerais","Alpercata","31"
"Sudeste","Minas Gerais","Alpinópolis","31"
"Sudeste","Minas Gerais","Alterosa","31"
"Sudeste","Minas Gerais","Alto Rio Doce","31"
"Sudeste","Minas Gerais","Araguari","31"
"Sudeste","Minas Gerais","Araxá","31"
"Sudeste","Minas Gerais","Arceburgo","31"
"Sudeste","Minas Gerais","Arcos","31"
"Sudeste","Minas Gerais","Astolfo Dutra","31"
"Sudeste","Minas Gerais","Barbacena","31"
"Sudeste","Minas Gerais","Bela Vista de Minas","31"
"Sudeste","Minas Gerais","Belmiro Braga","31"
"Sudeste","Minas Gerais","Belo Horizonte","31"
"Sudeste","Minas Gerais","Belo Oriente","31"
"Sudeste","Minas Gerais","Belo Vale","31"
"Sudeste","Minas Gerais","Betim","31"
"Sudeste","Minas Gerais","Bicas","31"
"Sudeste","Minas Gerais","Boa Esperança","31"
"Sudeste","Minas Gerais","Bom Despacho","31"
"Sudeste","Minas Gerais","Bom Repouso","31"
"Sudeste","Minas Gerais","Bonfim","31"
"Sudeste","Minas Gerais","Borda da Mata","31"
"Sudeste","Minas Gerais","Botelhos","31"
"Sudeste","Minas Gerais","Brasília de Minas","31"
"Sudeste","Minas Gerais","Brazópolis","31"
"Sudeste","Minas Gerais","Brumadinho","31"
"Sudeste","Minas Gerais","Bueno Brandão","31"
"Sudeste","Minas Gerais","Caetanópolis","31"
"Sudeste","Minas Gerais","Caeté","31"
"Sudeste","Minas Gerais","Cajuri","31"
"Sudeste","Minas Gerais","Caldas","31"
"Sudeste","Minas Gerais","Camanducaia","31"
"Sudeste","Minas Gerais","Cambuí","31"
"Sudeste","Minas Gerais","Cambuquira","31"
"Sudeste","Minas Gerais","Campo Belo","31"
"Sudeste","Minas Gerais","Campos Altos","31"
"Sudeste","Minas Gerais","Campos Gerais","31"
"Sudeste","Minas Gerais","Cana Verde","31"
"Sudeste","Minas Gerais","Capelinha","31"
"Sudeste","Minas Gerais","Capinópolis","31"
"Sudeste","Minas Gerais","Capitólio","31"
"Sudeste","Minas Gerais","Carandaí","31"
"Sudeste","Minas Gerais","Carangola","31"
"Sudeste","Minas Gerais","Caratinga","31"
"Sudeste","Minas Gerais","Carlos Chagas","31"
"Sudeste","Minas Gerais","Carmo da Cachoeira","31"
"Sudeste","Minas Gerais","Carmo da Mata","31"
"Sudeste","Minas Gerais","Carmo do Cajuru","31"
"Sudeste","Minas Gerais","Carmópolis de Minas","31"
"Sudeste","Minas Gerais","Cascalho Rico","31"
"Sudeste","Minas Gerais","Cataguases","31"
"Sudeste","Minas Gerais","Catuji","31"
"Sudeste","Minas Gerais","Caxambu","31"
"Sudeste","Minas Gerais","Centralina","31"
"Sudeste","Minas Gerais","Cláudio","31"
"Sudeste","Minas Gerais","Comercinho","31"
"Sudeste","Minas Gerais","Conceição das Alagoas","31"
"Sudeste","Minas Gerais","Congonhal","31"
"Sudeste","Minas Gerais","Conselheiro Lafaiete","31"
"Sudeste","Minas Gerais","Contagem","31"
"Sudeste","Minas Gerais","Coromandel","31"
"Sudeste","Minas Gerais","Coronel Fabriciano","31"
"Sudeste","Minas Gerais","Couto de Magalhães de Minas","31"
"Sudeste","Minas Gerais","Curvelo","31"
"Sudeste","Minas Gerais","Dionísio","31"
"Sudeste","Minas Gerais","Divinésia","31"
"Sudeste","Minas Gerais","Divino","31"
"Sudeste","Minas Gerais","Divinópolis","31"
"Sudeste","Minas Gerais","Divisa Nova","31"
"Sudeste","Minas Gerais","Elói Mendes","31"
"Sudeste","Minas Gerais","Esmeraldas","31"
"Sudeste","Minas Gerais","Espera Feliz","31"
"Sudeste","Minas Gerais","Espinosa","31"
"Sudeste","Minas Gerais","Espírito Santo do Dourado","31"
"Sudeste","Minas Gerais","Estiva","31"
"Sudeste","Minas Gerais","Estrela Dalva","31"
"Sudeste","Minas Gerais","Extrema","31"
"Sudeste","Minas Gerais","Faria Lemos","31"
"Sudeste","Minas Gerais","Ferros","31"
"Sudeste","Minas Gerais","Fervedouro","31"
"Sudeste","Minas Gerais","Formiga","31"
"Sudeste","Minas Gerais","Fronteira","31"
"Sudeste","Minas Gerais","Frutal","31"
"Sudeste","Minas Gerais","Goianá","31"
"Sudeste","Minas Gerais","Governador Valadares","31"
"Sudeste","Minas Gerais","Guaranésia","31"
"Sudeste","Minas Gerais","Guaxupé","31"
"Sudeste","Minas Gerais","Guimarânia","31"
"Sudeste","Minas Gerais","Ibiaí","31"
"Sudeste","Minas Gerais","Ibirité","31"
"Sudeste","Minas Gerais","Icaraí de Minas","31"
"Sudeste","Minas Gerais","Igarapé","31"
"Sudeste","Minas Gerais","Ilicínea","31"
"Sudeste","Minas Gerais","Imbé de Minas","31"
"Sudeste","Minas Gerais","Ipaba","31"
"Sudeste","Minas Gerais","Ipatinga","31"
"Sudeste","Minas Gerais","Ipiaçu","31"
"Sudeste","Minas Gerais","Ipuiúna","31"
"Sudeste","Minas Gerais","Itabira","31"
"Sudeste","Minas Gerais","Itabirito","31"
"Sudeste","Minas Gerais","Itacarambi","31"
"Sudeste","Minas Gerais","Itaguara","31"
"Sudeste","Minas Gerais","Itajubá","31"
"Sudeste","Minas Gerais","Itambacuri","31"
"Sudeste","Minas Gerais","Itamonte","31"
"Sudeste","Minas Gerais","Itanhandu","31"
"Sudeste","Minas Gerais","Itaobim","31"
"Sudeste","Minas Gerais","Itapecerica","31"
"Sudeste","Minas Gerais","Itapeva","31"
"Sudeste","Minas Gerais","Itatiaiuçu","31"
"Sudeste","Minas Gerais","Itaú de Minas","31"
"Sudeste","Minas Gerais","Itaúna","31"
"Sudeste","Minas Gerais","Ituiutaba","31"
"Sudeste","Minas Gerais","Itumirim","31"
"Sudeste","Minas Gerais","Jaboticatubas","31"
"Sudeste","Minas Gerais","Janaúba","31"
"Sudeste","Minas Gerais","Jeceaba","31"
"Sudeste","Minas Gerais","Jequitinhonha","31"
"Sudeste","Minas Gerais","João Monlevade","31"
"Sudeste","Minas Gerais","Juatuba","31"
"Sudeste","Minas Gerais","Juiz de Fora","31"
"Sudeste","Minas Gerais","Lagoa da Prata","31"
"Sudeste","Minas Gerais","Lagoa Santa","31"
"Sudeste","Minas Gerais","Lajinha","31"
"Sudeste","Minas Gerais","Lambari","31"
"Sudeste","Minas Gerais","Lavras","31"
"Sudeste","Minas Gerais","Leopoldina","31"
"Sudeste","Minas Gerais","Lima Duarte","31"
"Sudeste","Minas Gerais","Machado","31"
"Sudeste","Minas Gerais","Mamonas","31"
"Sudeste","Minas Gerais","Manhuaçu","31"
"Sudeste","Minas Gerais","Mantena","31"
"Sudeste","Minas Gerais","Mar de Espanha","31"
"Sudeste","Minas Gerais","Mariana","31"
"Sudeste","Minas Gerais","Mário Campos","31"
"Sudeste","Minas Gerais","Maripá de Minas","31"
"Sudeste","Minas Gerais","Marliéria","31"
"Sudeste","Minas Gerais","Martinho Campos","31"
"Sudeste","Minas Gerais","Matias Cardoso","31"
"Sudeste","Minas Gerais","Matozinhos","31"
"Sudeste","Minas Gerais","Medina","31"
"Sudeste","Minas Gerais","Minas Novas","31"
"Sudeste","Minas Gerais","Moema","31"
"Sudeste","Minas Gerais","Monte Alegre de Minas","31"
"Sudeste","Minas Gerais","Monte Azul","31"
"Sudeste","Minas Gerais","Monte Carmelo","31"
"Sudeste","Minas Gerais","Montes Claros","31"
"Sudeste","Minas Gerais","Morro da Garça","31"
"Sudeste","Minas Gerais","Munhoz","31"
"Sudeste","Minas Gerais","Muriaé","31"
"Sudeste","Minas Gerais","Mutum","31"
"Sudeste","Minas Gerais","Muzambinho","31"
"Sudeste","Minas Gerais","Nanuque","31"
"Sudeste","Minas Gerais","Nazareno","31"
"Sudeste","Minas Gerais","Nova Lima","31"
"Sudeste","Minas Gerais","Nova Porteirinha","31"
"Sudeste","Minas Gerais","Nova Serrana","31"
"Sudeste","Minas Gerais","Novo Cruzeiro","31"
"Sudeste","Minas Gerais","Ouro Branco","31"
"Sudeste","Minas Gerais","Ouro Fino","31"
"Sudeste","Minas Gerais","Padre Paraíso","31"
"Sudeste","Minas Gerais","Paracatu","31"
"Sudeste","Minas Gerais","Pará de Minas","31"
"Sudeste","Minas Gerais","Paraisópolis","31"
"Sudeste","Minas Gerais","Passos","31"
"Sudeste","Minas Gerais","Patos de Minas","31"
"Sudeste","Minas Gerais","Patrocínio","31"
"Sudeste","Minas Gerais","Pedra Dourada","31"
"Sudeste","Minas Gerais","Pedro Leopoldo","31"
"Sudeste","Minas Gerais","Perdizes","31"
"Sudeste","Minas Gerais","Perdões","31"
"Sudeste","Minas Gerais","Piranguçu","31"
"Sudeste","Minas Gerais","Pirapetinga","31"
"Sudeste","Minas Gerais","Pirapora","31"
"Sudeste","Minas Gerais","Piumhi","31"
"Sudeste","Minas Gerais","Planura","31"
"Sudeste","Minas Gerais","Poço Fundo","31"
"Sudeste","Minas Gerais","Poços de Caldas","31"
"Sudeste","Minas Gerais","Ponte Nova","31"
"Sudeste","Minas Gerais","Porteirinha","31"
"Sudeste","Minas Gerais","Porto Firme","31"
"Sudeste","Minas Gerais","Poté","31"
"Sudeste","Minas Gerais","Pouso Alegre","31"
"Sudeste","Minas Gerais","Presidente Juscelino","31"
"Sudeste","Minas Gerais","Alto Jequitibá","31"
"Sudeste","Minas Gerais","Raposos","31"
"Sudeste","Minas Gerais","Recreio","31"
"Sudeste","Minas Gerais","Riacho dos Machados","31"
"Sudeste","Minas Gerais","Ribeirão das Neves","31"
"Sudeste","Minas Gerais","Rio Novo","31"
"Sudeste","Minas Gerais","Sabará","31"
"Sudeste","Minas Gerais","Sacramento","31"
"Sudeste","Minas Gerais","Santa Bárbara","31"
"Sudeste","Minas Gerais","Santa Luzia","31"
"Sudeste","Minas Gerais","Santa Margarida","31"
"Sudeste","Minas Gerais","Santa Maria de Itabira","31"
"Sudeste","Minas Gerais","Santana de Cataguases","31"
"Sudeste","Minas Gerais","Santana do Paraíso","31"
"Sudeste","Minas Gerais","Santa Rita de Jacutinga","31"
"Sudeste","Minas Gerais","Santa Rita do Sapucaí","31"
"Sudeste","Minas Gerais","Santo Antônio do Aventureiro","31"
"Sudeste","Minas Gerais","Santo Antônio do Monte","31"
"Sudeste","Minas Gerais","Santos Dumont","31"
"Sudeste","Minas Gerais","São Brás do Suaçuí","31"
"Sudeste","Minas Gerais","São Francisco","31"
"Sudeste","Minas Gerais","São Francisco do Glória","31"
"Sudeste","Minas Gerais","São Geraldo da Piedade","31"
"Sudeste","Minas Gerais","São Gotardo","31"
"Sudeste","Minas Gerais","São João da Mata","31"
"Sudeste","Minas Gerais","São João del Rei","31"
"Sudeste","Minas Gerais","São João do Manhuaçu","31"
"Sudeste","Minas Gerais","São João do Paraíso","31"
"Sudeste","Minas Gerais","São João Nepomuceno","31"
"Sudeste","Minas Gerais","São José da Lapa","31"
"Sudeste","Minas Gerais","São Lourenço","31"
"Sudeste","Minas Gerais","São Romão","31"
"Sudeste","Minas Gerais","São Sebastião do Oeste","31"
"Sudeste","Minas Gerais","São Sebastião do Paraíso","31"
"Sudeste","Minas Gerais","São Tomás de Aquino","31"
"Sudeste","Minas Gerais","São Vicente de Minas","31"
"Sudeste","Minas Gerais","Sarzedo","31"
"Sudeste","Minas Gerais","Senador Amaral","31"
"Sudeste","Minas Gerais","Senador José Bento","31"
"Sudeste","Minas Gerais","Senhora do Porto","31"
"Sudeste","Minas Gerais","Serra do Salitre","31"
"Sudeste","Minas Gerais","Sete Lagoas","31"
"Sudeste","Minas Gerais","Sobrália","31"
"Sudeste","Minas Gerais","Tabuleiro","31"
"Sudeste","Minas Gerais","Teófilo Otoni","31"
"Sudeste","Minas Gerais","Timóteo","31"
"Sudeste","Minas Gerais","Toledo","31"
"Sudeste","Minas Gerais","Tombos","31"
"Sudeste","Minas Gerais","Três Corações","31"
"Sudeste","Minas Gerais","Três Marias","31"
"Sudeste","Minas Gerais","Três Pontas","31"
"Sudeste","Minas Gerais","Tupaciguara","31"
"Sudeste","Minas Gerais","Ubá","31"
"Sudeste","Minas Gerais","Uberaba","31"
"Sudeste","Minas Gerais","Uberlândia","31"
"Sudeste","Minas Gerais","Unaí","31"
"Sudeste","Minas Gerais","Vargem Alegre","31"
"Sudeste","Minas Gerais","Varginha","31"
"Sudeste","Minas Gerais","Varzelândia","31"
"Sudeste","Minas Gerais","Vazante","31"
"Sudeste","Minas Gerais","Viçosa","31"
"Sudeste","Minas Gerais","Wenceslau Braz","31"
"Sudeste","Espírito Santo","Afonso Cláudio","32"
"Sudeste","Espírito Santo","Alegre","32"
"Sudeste","Espírito Santo","Alfredo Chaves","32"
"Sudeste","Espírito Santo","Anchieta","32"
"Sudeste","Espírito Santo","Apiacá","32"
"Sudeste","Espírito Santo","Aracruz","32"
"Sudeste","Espírito Santo","Baixo Guandu","32"
"Sudeste","Espírito Santo","Barra de São Francisco","32"
"Sudeste","Espírito Santo","Boa Esperança","32"
"Sudeste","Espírito Santo","Bom Jesus do Norte","32"
"Sudeste","Espírito Santo","Brejetuba","32"
"Sudeste","Espírito Santo","Cachoeiro de Itapemirim","32"
"Sudeste","Espírito Santo","Cariacica","32"
"Sudeste","Espírito Santo","Castelo","32"
"Sudeste","Espírito Santo","Colatina","32"
"Sudeste","Espírito Santo","Conceição da Barra","32"
"Sudeste","Espírito Santo","Conceição do Castelo","32"
"Sudeste","Espírito Santo","Divino de São Lourenço","32"
"Sudeste","Espírito Santo","Domingos Martins","32"
"Sudeste","Espírito Santo","Ecoporanga","32"
"Sudeste","Espírito Santo","Fundão","32"
"Sudeste","Espírito Santo","Guaçuí","32"
"Sudeste","Espírito Santo","Guarapari","32"
"Sudeste","Espírito Santo","Ibiraçu","32"
"Sudeste","Espírito Santo","Ibitirama","32"
"Sudeste","Espírito Santo","Iconha","32"
"Sudeste","Espírito Santo","Irupi","32"
"Sudeste","Espírito Santo","Itapemirim","32"
"Sudeste","Espírito Santo","Itarana","32"
"Sudeste","Espírito Santo","Iúna","32"
"Sudeste","Espírito Santo","Jerônimo Monteiro","32"
"Sudeste","Espírito Santo","João Neiva","32"
"Sudeste","Espírito Santo","Laranja da Terra","32"
"Sudeste","Espírito Santo","Linhares","32"
"Sudeste","Espírito Santo","Marataízes","32"
"Sudeste","Espírito Santo","Marechal Floriano","32"
"Sudeste","Espírito Santo","Marilândia","32"
"Sudeste","Espírito Santo","Mimoso do Sul","32"
"Sudeste","Espírito Santo","Montanha","32"
"Sudeste","Espírito Santo","Muniz Freire","32"
"Sudeste","Espírito Santo","Muqui","32"
"Sudeste","Espírito Santo","Nova Venécia","32"
"Sudeste","Espírito Santo","Pancas","32"
"Sudeste","Espírito Santo","Pedro Canário","32"
"Sudeste","Espírito Santo","Pinheiros","32"
"Sudeste","Espírito Santo","Piúma","32"
"Sudeste","Espírito Santo","Presidente Kennedy","32"
"Sudeste","Espírito Santo","Rio Bananal","32"
"Sudeste","Espírito Santo","Rio Novo do Sul","32"
"Sudeste","Espírito Santo","Santa Leopoldina","32"
"Sudeste","Espírito Santo","Santa Maria de Jetibá","32"
"Sudeste","Espírito Santo","Santa Teresa","32"
"Sudeste","Espírito Santo","São Gabriel da Palha","32"
"Sudeste","Espírito Santo","São José do Calçado","32"
"Sudeste","Espírito Santo","São Mateus","32"
"Sudeste","Espírito Santo","São Roque do Canaã","32"
"Sudeste","Espírito Santo","Serra","32"
"Sudeste","Espírito Santo","Sooretama","32"
"Sudeste","Espírito Santo","Vargem Alta","32"
"Sudeste","Espírito Santo","Venda Nova do Imigrante","32"
"Sudeste","Espírito Santo","Viana","32"
"Sudeste","Espírito Santo","Vila Valério","32"
"Sudeste","Espírito Santo","Vila Velha","32"
"Sudeste","Espírito Santo","Vitória","32"
"Sudeste","Rio de Janeiro","Angra dos Reis","33"
"Sudeste","Rio de Janeiro","Aperibé","33"
"Sudeste","Rio de Janeiro","Araruama","33"
"Sudeste","Rio de Janeiro","Areal","33"
"Sudeste","Rio de Janeiro","Armação dos Búzios","33"
"Sudeste","Rio de Janeiro","Arraial do Cabo","33"
"Sudeste","Rio de Janeiro","Barra do Piraí","33"
"Sudeste","Rio de Janeiro","Barra Mansa","33"
"Sudeste","Rio de Janeiro","Belford Roxo","33"
"Sudeste","Rio de Janeiro","Bom Jardim","33"
"Sudeste","Rio de Janeiro","Bom Jesus do Itabapoana","33"
"Sudeste","Rio de Janeiro","Cabo Frio","33"
"Sudeste","Rio de Janeiro","Cachoeiras de Macacu","33"
"Sudeste","Rio de Janeiro","Carapebus","33"
"Sudeste","Rio de Janeiro","Campos dos Goytacazes","33"
"Sudeste","Rio de Janeiro","Cantagalo","33"
"Sudeste","Rio de Janeiro","Cardoso Moreira","33"
"Sudeste","Rio de Janeiro","Carmo","33"
"Sudeste","Rio de Janeiro","Casimiro de Abreu","33"
"Sudeste","Rio de Janeiro","Conceição de Macabu","33"
"Sudeste","Rio de Janeiro","Cordeiro","33"
"Sudeste","Rio de Janeiro","Duque de Caxias","33"
"Sudeste","Rio de Janeiro","Engenheiro Paulo de Frontin","33"
"Sudeste","Rio de Janeiro","Guapimirim","33"
"Sudeste","Rio de Janeiro","Iguaba Grande","33"
"Sudeste","Rio de Janeiro","Itaboraí","33"
"Sudeste","Rio de Janeiro","Itaguaí","33"
"Sudeste","Rio de Janeiro","Italva","33"
"Sudeste","Rio de Janeiro","Itaocara","33"
"Sudeste","Rio de Janeiro","Itaperuna","33"
"Sudeste","Rio de Janeiro","Itatiaia","33"
"Sudeste","Rio de Janeiro","Japeri","33"
"Sudeste","Rio de Janeiro","Laje do Muriaé","33"
"Sudeste","Rio de Janeiro","Macaé","33"
"Sudeste","Rio de Janeiro","Macuco","33"
"Sudeste","Rio de Janeiro","Magé","33"
"Sudeste","Rio de Janeiro","Mangaratiba","33"
"Sudeste","Rio de Janeiro","Maricá","33"
"Sudeste","Rio de Janeiro","Mendes","33"
"Sudeste","Rio de Janeiro","Mesquita","33"
"Sudeste","Rio de Janeiro","Miguel Pereira","33"
"Sudeste","Rio de Janeiro","Miracema","33"
"Sudeste","Rio de Janeiro","Natividade","33"
"Sudeste","Rio de Janeiro","Nilópolis","33"
"Sudeste","Rio de Janeiro","Niterói","33"
"Sudeste","Rio de Janeiro","Nova Friburgo","33"
"Sudeste","Rio de Janeiro","Nova Iguaçu","33"
"Sudeste","Rio de Janeiro","Paracambi","33"
"Sudeste","Rio de Janeiro","Paraíba do Sul","33"
"Sudeste","Rio de Janeiro","Paraty","33"
"Sudeste","Rio de Janeiro","Paty do Alferes","33"
"Sudeste","Rio de Janeiro","Petrópolis","33"
"Sudeste","Rio de Janeiro","Pinheiral","33"
"Sudeste","Rio de Janeiro","Piraí","33"
"Sudeste","Rio de Janeiro","Porciúncula","33"
"Sudeste","Rio de Janeiro","Porto Real","33"
"Sudeste","Rio de Janeiro","Quatis","33"
"Sudeste","Rio de Janeiro","Queimados","33"
"Sudeste","Rio de Janeiro","Quissamã","33"
"Sudeste","Rio de Janeiro","Resende","33"
"Sudeste","Rio de Janeiro","Rio Bonito","33"
"Sudeste","Rio de Janeiro","Rio das Flores","33"
"Sudeste","Rio de Janeiro","Rio das Ostras","33"
"Sudeste","Rio de Janeiro","Rio de Janeiro","33"
"Sudeste","Rio de Janeiro","Santa Maria Madalena","33"
"Sudeste","Rio de Janeiro","Santo Antônio de Pádua","33"
"Sudeste","Rio de Janeiro","São Francisco de Itabapoana","33"
"Sudeste","Rio de Janeiro","São Fidélis","33"
"Sudeste","Rio de Janeiro","São Gonçalo","33"
"Sudeste","Rio de Janeiro","São João da Barra","33"
"Sudeste","Rio de Janeiro","São João de Meriti","33"
"Sudeste","Rio de Janeiro","São José de Ubá","33"
"Sudeste","Rio de Janeiro","São José do Vale do Rio Preto","33"
"Sudeste","Rio de Janeiro","São Pedro da Aldeia","33"
"Sudeste","Rio de Janeiro","São Sebastião do Alto","33"
"Sudeste","Rio de Janeiro","Sapucaia","33"
"Sudeste","Rio de Janeiro","Saquarema","33"
"Sudeste","Rio de Janeiro","Seropédica","33"
"Sudeste","Rio de Janeiro","Silva Jardim","33"
"Sudeste","Rio de Janeiro","Sumidouro","33"
"Sudeste","Rio de Janeiro","Tanguá","33"
"Sudeste","Rio de Janeiro","Teresópolis","33"
"Sudeste","Rio de Janeiro","Três Rios","33"
"Sudeste","Rio de Janeiro","Valença","33"
"Sudeste","Rio de Janeiro","Vassouras","33"
"Sudeste","Rio de Janeiro","Volta Redonda","33"
"Sudeste","São Paulo","Adamantina","35"
"Sudeste","São Paulo","Adolfo","35"
"Sudeste","São Paulo","Aguaí","35"
"Sudeste","São Paulo","Águas da Prata","35"
"Sudeste","São Paulo","Águas de Lindóia","35"
"Sudeste","São Paulo","Águas de Santa Bárbara","35"
"Sudeste","São Paulo","Águas de São Pedro","35"
"Sudeste","São Paulo","Agudos","35"
"Sudeste","São Paulo","Alambari","35"
"Sudeste","São Paulo","Alto Alegre","35"
"Sudeste","São Paulo","Álvares Machado","35"
"Sudeste","São Paulo","Álvaro de Carvalho","35"
"Sudeste","São Paulo","Americana","35"
"Sudeste","São Paulo","Américo Brasiliense","35"
"Sudeste","São Paulo","Américo de Campos","35"
"Sudeste","São Paulo","Amparo","35"
"Sudeste","São Paulo","Andradina","35"
"Sudeste","São Paulo","Angatuba","35"
"Sudeste","São Paulo","Anhembi","35"
"Sudeste","São Paulo","Aparecida","35"
"Sudeste","São Paulo","Apiaí","35"
"Sudeste","São Paulo","Araçariguama","35"
"Sudeste","São Paulo","Araçatuba","35"
"Sudeste","São Paulo","Araçoiaba da Serra","35"
"Sudeste","São Paulo","Arandu","35"
"Sudeste","São Paulo","Araraquara","35"
"Sudeste","São Paulo","Araras","35"
"Sudeste","São Paulo","Arealva","35"
"Sudeste","São Paulo","Areiópolis","35"
"Sudeste","São Paulo","Artur Nogueira","35"
"Sudeste","São Paulo","Arujá","35"
"Sudeste","São Paulo","Assis","35"
"Sudeste","São Paulo","Atibaia","35"
"Sudeste","São Paulo","Avaí","35"
"Sudeste","São Paulo","Avanhandava","35"
"Sudeste","São Paulo","Avaré","35"
"Sudeste","São Paulo","Bady Bassitt","35"
"Sudeste","São Paulo","Bananal","35"
"Sudeste","São Paulo","Barbosa","35"
"Sudeste","São Paulo","Bariri","35"
"Sudeste","São Paulo","Barra Bonita","35"
"Sudeste","São Paulo","Barra do Turvo","35"
"Sudeste","São Paulo","Barretos","35"
"Sudeste","São Paulo","Barrinha","35"
"Sudeste","São Paulo","Barueri","35"
"Sudeste","São Paulo","Batatais","35"
"Sudeste","São Paulo","Bauru","35"
"Sudeste","São Paulo","Bebedouro","35"
"Sudeste","São Paulo","Bernardino de Campos","35"
"Sudeste","São Paulo","Bertioga","35"
"Sudeste","São Paulo","Bilac","35"
"Sudeste","São Paulo","Birigui","35"
"Sudeste","São Paulo","Biritiba-Mirim","35"
"Sudeste","São Paulo","Bocaina","35"
"Sudeste","São Paulo","Boituva","35"
