"region","state","city","population"
"Sudeste","São Paulo","Bom Jesus dos Perdões","35"
"Sudeste","São Paulo","Borborema","35"
"Sudeste","São Paulo","Borebi","35"
"Sudeste","São Paulo","Botucatu","35"
"Sudeste","São Paulo","Bragança Paulista","35"
"Sudeste","São Paulo","Brejo Alegre","35"
"Sudeste","São Paulo","Brodowski","35"
"Sudeste","São Paulo","Buritama","35"
"Sudeste","São Paulo","Cabreúva","35"
"Sudeste","São Paulo","Caçapava","35"
"Sudeste","São Paulo","Cachoeira Paulista","35"
"Sudeste","São Paulo","Caconde","35"
"Sudeste","São Paulo","Caiabu","35"
"Sudeste","São Paulo","Caieiras","35"
"Sudeste","São Paulo","Cajamar","35"
"Sudeste","São Paulo","Cajati","35"
"Sudeste","São Paulo","Cajobi","35"
"Sudeste","São Paulo","Cajuru","35"
"Sudeste","São Paulo","Campinas","35"
"Sudeste","São Paulo","Campo Limpo Paulista","35"
"Sudeste","São Paulo","Campos do Jordão","35"
"Sudeste","São Paulo","Cananéia","35"
"Sudeste","São Paulo","Canas","35"
"Sudeste","São Paulo","Cândido Mota","35"
"Sudeste","São Paulo","Capão Bonito","35"
"Sudeste","São Paulo","Capela do Alto","35"
"Sudeste","São Paulo","Caraguatatuba","35"
"Sudeste","São Paulo","Carapicuíba","35"
"Sudeste","São Paulo","Castilho","35"
"Sudeste","São Paulo","Catanduva","35"
"Sudeste","São Paulo","Catiguá","35"
"Sudeste","São Paulo","Cedral","35"
"Sudeste","São Paulo","Cerqueira César","35"
"Sudeste","São Paulo","Charqueada","35"
"Sudeste","São Paulo","Colina","35"
"Sudeste","São Paulo","Conchal","35"
"Sudeste","São Paulo","Conchas","35"
"Sudeste","São Paulo","Cordeirópolis","35"
"Sudeste","São Paulo","Coroados","35"
"Sudeste","São Paulo","Cosmópolis","35"
"Sudeste","São Paulo","Cosmorama","35"
"Sudeste","São Paulo","Cotia","35"
"Sudeste","São Paulo","Cravinhos","35"
"Sudeste","São Paulo","Cruzeiro","35"
"Sudeste","São Paulo","Cubatão","35"
"Sudeste","São Paulo","Cunha","35"
"Sudeste","São Paulo","Diadema","35"
"Sudeste","São Paulo","Divinolândia","35"
"Sudeste","São Paulo","Dobrada","35"
"Sudeste","São Paulo","Dois Córregos","35"
"Sudeste","São Paulo","Dracena","35"
"Sudeste","São Paulo","Duartina","35"
"Sudeste","São Paulo","Dumont","35"
"Sudeste","São Paulo","Eldorado","35"
"Sudeste","São Paulo","Elias Fausto","35"
"Sudeste","São Paulo","Embu das Artes","35"
"Sudeste","São Paulo","Embu-Guaçu","35"
"Sudeste","São Paulo","Engenheiro Coelho","35"
"Sudeste","São Paulo","Espírito Santo do Pinhal","35"
"Sudeste","São Paulo","Estrela d'Oeste","35"
"Sudeste","São Paulo","Fartura","35"
"Sudeste","São Paulo","Fernandópolis","35"
"Sudeste","São Paulo","Ferraz de Vasconcelos","35"
"Sudeste","São Paulo","Flórida Paulista","35"
"Sudeste","São Paulo","Franca","35"
"Sudeste","São Paulo","Francisco Morato","35"
"Sudeste","São Paulo","Franco da Rocha","35"
"Sudeste","São Paulo","Gália","35"
"Sudeste","São Paulo","Garça","35"
"Sudeste","São Paulo","Gastão Vidigal","35"
"Sudeste","São Paulo","Getulina","35"
"Sudeste","São Paulo","Guaiçara","35"
"Sudeste","São Paulo","Guaíra","35"
"Sudeste","São Paulo","Guapiaçu","35"
"Sudeste","São Paulo","Guará","35"
"Sudeste","São Paulo","Guaraçaí","35"
"Sudeste","São Paulo","Guararapes","35"
"Sudeste","São Paulo","Guararema","35"
"Sudeste","São Paulo","Guaratinguetá","35"
"Sudeste","São Paulo","Guareí","35"
"Sudeste","São Paulo","Guariba","35"
"Sudeste","São Paulo","Guarujá","35"
"Sudeste","São Paulo","Guarulhos","35"
"Sudeste","São Paulo","Guzolândia","35"
"Sudeste","São Paulo","Holambra","35"
"Sudeste","São Paulo","Hortolândia","35"
"Sudeste","São Paulo","Iacanga","35"
"Sudeste","São Paulo","Ibaté","35"
"Sudeste","São Paulo","Ibirá","35"
"Sudeste","São Paulo","Ibirarema","35"
"Sudeste","São Paulo","Ibitinga","35"
"Sudeste","São Paulo","Ibiúna","35"
"Sudeste","São Paulo","Iepê","35"
"Sudeste","São Paulo","Igaraçu do Tietê","35"
"Sudeste","São Paulo","Igarapava","35"
"Sudeste","São Paulo","Igaratá","35"
"Sudeste","São Paulo","Iguape","35"
"Sudeste","São Paulo","Ilhabela","35"
"Sudeste","São Paulo","Ilha Comprida","35"
"Sudeste","São Paulo","Ilha Solteira","35"
"Sudeste","São Paulo","Indaiatuba","35"
"Sudeste","São Paulo","Indiana","35"
"Sudeste","São Paulo","Inúbia Paulista","35"
"Sudeste","São Paulo","Iperó","35"
"Sudeste","São Paulo","Ipiguá","35"
"Sudeste","São Paulo","Ipuã","35"
"Sudeste","São Paulo","Iracemápolis","35"
"Sudeste","São Paulo","Irapuru","35"
"Sudeste","São Paulo","Itajobi","35"
"Sudeste","São Paulo","Itanhaém","35"
"Sudeste","São Paulo","Itapecerica da Serra","35"
"Sudeste","São Paulo","Itapetininga","35"
"Sudeste","São Paulo","Itapeva","35"
"Sudeste","São Paulo","Itapevi","35"
"Sudeste","São Paulo","Itapira","35"
"Sudeste","São Paulo","Itapuí","35"
"Sudeste","São Paulo","Itapura","35"
"Sudeste","São Paulo","Itaquaquecetuba","35"
"Sudeste","São Paulo","Itararé","35"
"Sudeste","São Paulo","Itariri","35"
"Sudeste","São Paulo","Itatiba","35"
"Sudeste","São Paulo","Itatinga","35"
"Sudeste","São Paulo","Itirapina","35"
"Sudeste","São Paulo","Itobi","35"
"Sudeste","São Paulo","Itu","35"
"Sudeste","São Paulo","Itupeva","35"
"Sudeste","São Paulo","Ituverava","35"
"Sudeste","São Paulo","Jaborandi","35"
"Sudeste","São Paulo","Jaboticabal","35"
"Sudeste","São Paulo","Jacareí","35"
"Sudeste","São Paulo","Jaci","35"
"Sudeste","São Paulo","Jacupiranga","35"
"Sudeste","São Paulo","Jaguariúna","35"
"Sudeste","São Paulo","Jales","35"
"Sudeste","São Paulo","Jambeiro","35"
"Sudeste","São Paulo","Jandira","35"
"Sudeste","São Paulo","Jardinópolis","35"
"Sudeste","São Paulo","Jarinu","35"
"Sudeste","São Paulo","Jaú","35"
"Sudeste","São Paulo","Joanópolis","35"
"Sudeste","São Paulo","José Bonifácio","35"
"Sudeste","São Paulo","Jundiaí","35"
"Sudeste","São Paulo","Junqueirópolis","35"
"Sudeste","São Paulo","Juquiá","35"
"Sudeste","São Paulo","Juquitiba","35"
"Sudeste","São Paulo","Laranjal Paulista","35"
"Sudeste","São Paulo","Lavínia","35"
"Sudeste","São Paulo","Lavrinhas","35"
"Sudeste","São Paulo","Leme","35"
"Sudeste","São Paulo","Lençóis Paulista","35"
"Sudeste","São Paulo","Limeira","35"
"Sudeste","São Paulo","Lindóia","35"
"Sudeste","São Paulo","Lins","35"
"Sudeste","São Paulo","Lorena","35"
"Sudeste","São Paulo","Louveira","35"
"Sudeste","São Paulo","Lucélia","35"
"Sudeste","São Paulo","Macatuba","35"
"Sudeste","São Paulo","Mairinque","35"
"Sudeste","São Paulo","Mairiporã","35"
"Sudeste","São Paulo","Marapoama","35"
"Sudeste","São Paulo","Marília","35"
"Sudeste","São Paulo","Martinópolis","35"
"Sudeste","São Paulo","Matão","35"
"Sudeste","São Paulo","Mauá","35"
"Sudeste","São Paulo","Meridiano","35"
"Sudeste","São Paulo","Miguelópolis","35"
"Sudeste","São Paulo","Mineiros do Tietê","35"
"Sudeste","São Paulo","Miracatu","35"
"Sudeste","São Paulo","Mirandópolis","35"
"Sudeste","São Paulo","Mirassol","35"
"Sudeste","São Paulo","Mococa","35"
"Sudeste","São Paulo","Mogi das Cruzes","35"
"Sudeste","São Paulo","Mogi Guaçu","35"
"Sudeste","São Paulo","Mogi Mirim","35"
"Sudeste","São Paulo","Mongaguá","35"
"Sudeste","São Paulo","Monte Alto","35"
"Sudeste","São Paulo","Monte Aprazível","35"
"Sudeste","São Paulo","Monte Azul Paulista","35"
"Sudeste","São Paulo","Monte Mor","35"
"Sudeste","São Paulo","Morro Agudo","35"
"Sudeste","São Paulo","Morungaba","35"
"Sudeste","São Paulo","Nazaré Paulista","35"
"Sudeste","São Paulo","Neves Paulista","35"
"Sudeste","São Paulo","Nhandeara","35"
"Sudeste","São Paulo","Nipoã","35"
"Sudeste","São Paulo","Nova Aliança","35"
"Sudeste","São Paulo","Nova Campina","35"
"Sudeste","São Paulo","Nova Europa","35"
"Sudeste","São Paulo","Nova Granada","35"
"Sudeste","São Paulo","Nova Guataporanga","35"
"Sudeste","São Paulo","Nova Odessa","35"
"Sudeste","São Paulo","Novo Horizonte","35"
"Sudeste","São Paulo","Olímpia","35"
"Sudeste","São Paulo","Orlândia","35"
"Sudeste","São Paulo","Osasco","35"
"Sudeste","São Paulo","Osvaldo Cruz","35"
"Sudeste","São Paulo","Ourinhos","35"
"Sudeste","São Paulo","Pacaembu","35"
"Sudeste","São Paulo","Palmital","35"
"Sudeste","São Paulo","Paraibuna","35"
"Sudeste","São Paulo","Paranapanema","35"
"Sudeste","São Paulo","Pariquera-Açu","35"
"Sudeste","São Paulo","Parisi","35"
"Sudeste","São Paulo","Patrocínio Paulista","35"
"Sudeste","São Paulo","Paulínia","35"
"Sudeste","São Paulo","Paulistânia","35"
"Sudeste","São Paulo","Pederneiras","35"
"Sudeste","São Paulo","Pedra Bela","35"
"Sudeste","São Paulo","Pedreira","35"
"Sudeste","São Paulo","Pedrinhas Paulista","35"
"Sudeste","São Paulo","Pedro de Toledo","35"
"Sudeste","São Paulo","Penápolis","35"
"Sudeste","São Paulo","Pereira Barreto","35"
"Sudeste","São Paulo","Peruíbe","35"
"Sudeste","São Paulo","Piedade","35"
"Sudeste","São Paulo","Pilar do Sul","35"
"Sudeste","São Paulo","Pindamonhangaba","35"
"Sudeste","São Paulo","Pindorama","35"
"Sudeste","São Paulo","Pinhalzinho","35"
"Sudeste","São Paulo","Piquerobi","35"
"Sudeste","São Paulo","Piracaia","35"
"Sudeste","São Paulo","Piracicaba","35"
"Sudeste","São Paulo","Piraju","35"
"Sudeste","São Paulo","Pirajuí","35"
"Sudeste","São Paulo","Pirapora do Bom Jesus","35"
"Sudeste","São Paulo","Pirapozinho","35"
"Sudeste","São Paulo","Pirassununga","35"
"Sudeste","São Paulo","Piratininga","35"
"Sudeste","São Paulo","Pitangueiras","35"
"Sudeste","São Paulo","Poá","35"
"Sudeste","São Paulo","Poloni","35"
"Sudeste","São Paulo","Pontal","35"
"Sudeste","São Paulo","Populina","35"
"Sudeste","São Paulo","Porangaba","35"
"Sudeste","São Paulo","Porto Feliz","35"
"Sudeste","São Paulo","Porto Ferreira","35"
"Sudeste","São Paulo","Pracinha","35"
"Sudeste","São Paulo","Pradópolis","35"
"Sudeste","São Paulo","Praia Grande","35"
"Sudeste","São Paulo","Pratânia","35"
"Sudeste","São Paulo","Presidente Alves","35"
"Sudeste","São Paulo","Presidente Bernardes","35"
"Sudeste","São Paulo","Presidente Epitácio","35"
"Sudeste","São Paulo","Presidente Prudente","35"
"Sudeste","São Paulo","Presidente Venceslau","35"
"Sudeste","São Paulo","Promissão","35"
"Sudeste","São Paulo","Quatá","35"
"Sudeste","São Paulo","Quintana","35"
"Sudeste","São Paulo","Rancharia","35"
"Sudeste","São Paulo","Regente Feijó","35"
"Sudeste","São Paulo","Reginópolis","35"
"Sudeste","São Paulo","Registro","35"
"Sudeste","São Paulo","Ribeirão Branco","35"
"Sudeste","São Paulo","Ribeirão Pires","35"
"Sudeste","São Paulo","Ribeirão Preto","35"
"Sudeste","São Paulo","Rincão","35"
"Sudeste","São Paulo","Rinópolis","35"
"Sudeste","São Paulo","Rio Claro","35"
"Sudeste","São Paulo","Rio das Pedras","35"
"Sudeste","São Paulo","Rio Grande da Serra","35"
"Sudeste","São Paulo","Salesópolis","35"
"Sudeste","São Paulo","Saltinho","35"
"Sudeste","São Paulo","Salto","35"
"Sudeste","São Paulo","Salto de Pirapora","35"
"Sudeste","São Paulo","Salto Grande","35"
"Sudeste","São Paulo","Santa Bárbara d'Oeste","35"
"Sudeste","São Paulo","Santa Branca","35"
"Sudeste","São Paulo","Santa Cruz da Conceição","35"
"Sudeste","São Paulo","Santa Cruz da Esperança","35"
"Sudeste","São Paulo","Santa Cruz do Rio Pardo","35"
"Sudeste","São Paulo","Santa Fé do Sul","35"
"Sudeste","São Paulo","Santa Gertrudes","35"
"Sudeste","São Paulo","Santa Isabel","35"
"Sudeste","São Paulo","Santa Lúcia","35"
"Sudeste","São Paulo","Santa Maria da Serra","35"
"Sudeste","São Paulo","Santana de Parnaíba","35"
"Sudeste","São Paulo","Santa Rita do Passa Quatro","35"
"Sudeste","São Paulo","Santo Anastácio","35"
"Sudeste","São Paulo","Santo André","35"
"Sudeste","São Paulo","Santo Antônio da Alegria","35"
"Sudeste","São Paulo","Santo Antônio de Posse","35"
"Sudeste","São Paulo","Santo Antônio do Aracanguá","35"
"Sudeste","São Paulo","Santo Antônio do Jardim","35"
"Sudeste","São Paulo","Santo Antônio do Pinhal","35"
"Sudeste","São Paulo","Santos","35"
"Sudeste","São Paulo","São Bernardo do Campo","35"
"Sudeste","São Paulo","São Caetano do Sul","35"
"Sudeste","São Paulo","São Carlos","35"
"Sudeste","São Paulo","São João da Boa Vista","35"
"Sudeste","São Paulo","São Joaquim da Barra","35"
"Sudeste","São Paulo","São José do Rio Pardo","35"
"Sudeste","São Paulo","São José do Rio Preto","35"
"Sudeste","São Paulo","São José dos Campos","35"
"Sudeste","São Paulo","São Lourenço da Serra","35"
"Sudeste","São Paulo","São Luiz do Paraitinga","35"
"Sudeste","São Paulo","São Manuel","35"
"Sudeste","São Paulo","São Miguel Arcanjo","35"
"Sudeste","São Paulo","São Paulo","35"
"Sudeste","São Paulo","São Pedro","35"
"Sudeste","São Paulo","São Pedro do Turvo","35"
"Sudeste","São Paulo","São Roque","35"
"Sudeste","São Paulo","São Sebastião","35"
"Sudeste","São Paulo","São Sebastião da Grama","35"
"Sudeste","São Paulo","São Vicente","35"
"Sudeste","São Paulo","Sarapuí","35"
"Sudeste","São Paulo","Sarutaiá","35"
"Sudeste","São Paulo","Serra Azul","35"
"Sudeste","São Paulo","Serrana","35"
"Sudeste","São Paulo","Serra Negra","35"
"Sudeste","São Paulo","Sertãozinho","35"
"Sudeste","São Paulo","Sete Barras","35"
"Sudeste","São Paulo","Silveiras","35"
"Sudeste","São Paulo","Socorro","35"
"Sudeste","São Paulo","Sorocaba","35"
"Sudeste","São Paulo","Sud Mennucci","35"
"Sudeste","São Paulo","Sumaré","35"
"Sudeste","São Paulo","Suzano","35"
"Sudeste","São Paulo","Tabatinga","35"
"Sudeste","São Paulo","Taboão da Serra","35"
"Sudeste","São Paulo","Taguaí","35"
"Sudeste","São Paulo","Taiaçu","35"
"Sudeste","São Paulo","Tanabi","35"
"Sudeste","São Paulo","Tapiraí","35"
"Sudeste","São Paulo","Tapiratiba","35"
"Sudeste","São Paulo","Taquaritinga","35"
"Sudeste","São Paulo","Taquarituba","35"
"Sudeste","São Paulo","Taquarivaí","35"
"Sudeste","São Paulo","Tarabai","35"
"Sudeste","São Paulo","Tarumã","35"
"Sudeste","São Paulo","Tatuí","35"
"Sudeste","São Paulo","Taubaté","35"
"Sudeste","São Paulo","Teodoro Sampaio","35"
"Sudeste","São Paulo","Terra Roxa","35"
"Sudeste","São Paulo","Tietê","35"
"Sudeste","São Paulo","Timburi","35"
"Sudeste","São Paulo","Torre de Pedra","35"
"Sudeste","São Paulo","Torrinha","35"
"Sudeste","São Paulo","Tuiuti","35"
"Sudeste","São Paulo","Tupã","35"
"Sudeste","São Paulo","Tupi Paulista","35"
"Sudeste","São Paulo","Ubatuba","35"
"Sudeste","São Paulo","Ubirajara","35"
"Sudeste","São Paulo","Uchoa","35"
"Sudeste","São Paulo","União Paulista","35"
"Sudeste","São Paulo","Uru","35"
"Sudeste","São Paulo","Valinhos","35"
"Sudeste","São Paulo","Valparaíso","35"
"Sudeste","São Paulo","Vargem","35"
"Sudeste","São Paulo","Vargem Grande do Sul","35"
"Sudeste","São Paulo","Vargem Grande Paulista","35"
"Sudeste","São Paulo","Várzea Paulista","35"
"Sudeste","São Paulo","Vinhedo","35"
"Sudeste","São Paulo","Viradouro","35"
"Sudeste","São Paulo","Vista Alegre do Alto","35"
"Sudeste","São Paulo","Votorantim","35"
"Sudeste","São Paulo","Votuporanga","35"
"Sudeste","São Paulo","Chavantes","35"
"Sudeste","São Paulo","Estiva Gerbi","35"
"Sul","Paraná","Abatiá","41"
"Sul","Paraná","Agudos do Sul","41"
"Sul","Paraná","Almirante Tamandaré","41"
"Sul","Paraná","Alto Paraná","41"
"Sul","Paraná","Alvorada do Sul","41"
"Sul","Paraná","Amaporã","41"
"Sul","Paraná","Ampére","41"
"Sul","Paraná","Apucarana","41"
"Sul","Paraná","Arapongas","41"
"Sul","Paraná","Araruna","41"
"Sul","Paraná","Araucária","41"
"Sul","Paraná","Assaí","41"
"Sul","Paraná","Assis Chateaubriand","41"
"Sul","Paraná","Balsa Nova","41"
"Sul","Paraná","Bandeirantes","41"
"Sul","Paraná","Barracão","41"
"Sul","Paraná","Boa Vista da Aparecida","41"
"Sul","Paraná","Cafeara","41"
"Sul","Paraná","Cambé","41"
"Sul","Paraná","Campina da Lagoa","41"
"Sul","Paraná","Campina Grande do Sul","41"
"Sul","Paraná","Campo Bonito","41"
"Sul","Paraná","Campo do Tenente","41"
"Sul","Paraná","Campo Largo","41"
"Sul","Paraná","Campo Magro","41"
"Sul","Paraná","Campo Mourão","41"
"Sul","Paraná","Cascavel","41"
"Sul","Paraná","Castro","41"
"Sul","Paraná","Centenário do Sul","41"
"Sul","Paraná","Céu Azul","41"
"Sul","Paraná","Chopinzinho","41"
"Sul","Paraná","Cianorte","41"
"Sul","Paraná","Colombo","41"
"Sul","Paraná","Colorado","41"
"Sul","Paraná","Contenda","41"
"Sul","Paraná","Cornélio Procópio","41"
"Sul","Paraná","Cruzeiro do Sul","41"
"Sul","Paraná","Curitiba","41"
"Sul","Paraná","Dois Vizinhos","41"
"Sul","Paraná","Faxinal","41"
"Sul","Paraná","Fazenda Rio Grande","41"
"Sul","Paraná","Floresta","41"
"Sul","Paraná","Foz do Iguaçu","41"
"Sul","Paraná","Francisco Beltrão","41"
"Sul","Paraná","General Carneiro","41"
"Sul","Paraná","Goioerê","41"
"Sul","Paraná","Guaíra","41"
"Sul","Paraná","Guairaçá","41"
"Sul","Paraná","Guaraci","41"
"Sul","Paraná","Guaraniaçu","41"
"Sul","Paraná","Guarapuava","41"
"Sul","Paraná","Guaraqueçaba","41"
"Sul","Paraná","Guaratuba","41"
"Sul","Paraná","Ibaiti","41"
"Sul","Paraná","Ibema","41"
"Sul","Paraná","Ibiporã","41"
"Sul","Paraná","Imbaú","41"
"Sul","Paraná","Imbituva","41"
"Sul","Paraná","Inácio Martins","41"
"Sul","Paraná","Iretama","41"
"Sul","Paraná","Itaperuçu","41"
"Sul","Paraná","Itaúna do Sul","41"
"Sul","Paraná","Ivaí","41"
"Sul","Paraná","Ivaiporã","41"
"Sul","Paraná","Jacarezinho","41"
"Sul","Paraná","Jaguapitã","41"
"Sul","Paraná","Japurá","41"
"Sul","Paraná","Jataizinho","41"
"Sul","Paraná","Jussara","41"
"Sul","Paraná","Lapa","41"
"Sul","Paraná","Leópolis","41"
"Sul","Paraná","Loanda","41"
"Sul","Paraná","Londrina","41"
"Sul","Paraná","Mallet","41"
"Sul","Paraná","Mandaguaçu","41"
"Sul","Paraná","Mandaguari","41"
"Sul","Paraná","Mandirituba","41"
"Sul","Paraná","Manoel Ribas","41"
"Sul","Paraná","Marechal Cândido Rondon","41"
"Sul","Paraná","Marialva","41"
"Sul","Paraná","Marilândia do Sul","41"
"Sul","Paraná","Marilena","41"
"Sul","Paraná","Maringá","41"
"Sul","Paraná","Mariópolis","41"
"Sul","Paraná","Marumbi","41"
"Sul","Paraná","Matinhos","41"
"Sul","Paraná","Medianeira","41"
"Sul","Paraná","Mirador","41"
"Sul","Paraná","Morretes","41"
"Sul","Paraná","Nova Aliança do Ivaí","41"
"Sul","Paraná","Nova Esperança","41"
"Sul","Paraná","Nova Fátima","41"
"Sul","Paraná","Nova Londrina","41"
"Sul","Paraná","Paiçandu","41"
"Sul","Paraná","Palmas","41"
"Sul","Paraná","Palmeira","41"
"Sul","Paraná","Palotina","41"
"Sul","Paraná","Paraíso do Norte","41"
"Sul","Paraná","Paranacity","41"
"Sul","Paraná","Paranaguá","41"
"Sul","Paraná","Paranapoema","41"
"Sul","Paraná","Paranavaí","41"
"Sul","Paraná","Pato Branco","41"
"Sul","Paraná","Peabiru","41"
"Sul","Paraná","Pinhais","41"
"Sul","Paraná","Pinhal de São Bento","41"
"Sul","Paraná","Pinhão","41"
"Sul","Paraná","Piraquara","41"
"Sul","Paraná","Planaltina do Paraná","41"
"Sul","Paraná","Ponta Grossa","41"
"Sul","Paraná","Pontal do Paraná","41"
"Sul","Paraná","Prado Ferreira","41"
"Sul","Paraná","Primeiro de Maio","41"
"Sul","Paraná","Quatiguá","41"
"Sul","Paraná","Quatro Barras","41"
"Sul","Paraná","Querência do Norte","41"
"Sul","Paraná","Quitandinha","41"
"Sul","Paraná","Ramilândia","41"
"Sul","Paraná","Realeza","41"
"Sul","Paraná","Ribeirão do Pinhal","41"
"Sul","Paraná","Rio Branco do Sul","41"
"Sul","Paraná","Rio Negro","41"
"Sul","Paraná","Rolândia","41"
"Sul","Paraná","Santa Cruz de Monte Castelo","41"
"Sul","Paraná","Santa Fé","41"
"Sul","Paraná","Santa Isabel do Ivaí","41"
"Sul","Paraná","Santa Mariana","41"
"Sul","Paraná","Santa Mônica","41"
"Sul","Paraná","Santana do Itararé","41"
"Sul","Paraná","Santa Terezinha de Itaipu","41"
"Sul","Paraná","Santo Antônio do Caiuá","41"
"Sul","Paraná","Santo Inácio","41"
"Sul","Paraná","São João do Caiuá","41"
"Sul","Paraná","São João do Ivaí","41"
"Sul","Paraná","São José da Boa Vista","41"
"Sul","Paraná","São José dos Pinhais","41"
"Sul","Paraná","São Manoel do Paraná","41"
"Sul","Paraná","Sarandi","41"
"Sul","Paraná","Sertaneja","41"
"Sul","Paraná","Siqueira Campos","41"
"Sul","Paraná","Tamboara","41"
"Sul","Paraná","Telêmaco Borba","41"
"Sul","Paraná","Terra Boa","41"
"Sul","Paraná","Terra Rica","41"
"Sul","Paraná","Toledo","41"
"Sul","Paraná","Três Barras do Paraná","41"
"Sul","Paraná","Tuneiras do Oeste","41"
"Sul","Paraná","Tupãssi","41"
"Sul","Paraná","Umuarama","41"
"Sul","Paraná","União da Vitória","41"
"Sul","Paraná","Uraí","41"
"Sul","Paraná","Verê","41"
"Sul","Paraná","Vitorino","41"
"Sul","Santa Catarina","Abelardo Luz","42"
"Sul","Santa Catarina","Água Doce","42"
"Sul","Santa Catarina","Águas de Chapecó","42"
"Sul","Santa Catarina","Águas Mornas","42"
"Sul","Santa Catarina","Alto Bela Vista","42"
"Sul","Santa Catarina","Anita Garibaldi","42"
"Sul","Santa Catarina","Antônio Carlos","42"
"Sul","Santa Catarina","Arabutã","42"
"Sul","Santa Catarina","Araquari","42"
"Sul","Santa Catarina","Araranguá","42"
"Sul","Santa Catarina","Armazém","42"
"Sul","Santa Catarina","Arvoredo","42"
"Sul","Santa Catarina","Aurora","42"
"Sul","Santa Catarina","Balneário Arroio do Silva","42"
"Sul","Santa Catarina","Balneário Camboriú","42"
"Sul","Santa Catarina","Balneário Barra do Sul","42"
"Sul","Santa Catarina","Balneário Gaivota","42"
"Sul","Santa Catarina","Barra Velha","42"
"Sul","Santa Catarina","Benedito Novo","42"
"Sul","Santa Catarina","Biguaçu","42"
"Sul","Santa Catarina","Blumenau","42"
"Sul","Santa Catarina","Bombinhas","42"
"Sul","Santa Catarina","Botuverá","42"
"Sul","Santa Catarina","Braço do Norte","42"
"Sul","Santa Catarina","Brusque","42"
"Sul","Santa Catarina","Caçador","42"
"Sul","Santa Catarina","Camboriú","42"
"Sul","Santa Catarina","Campo Erê","42"
"Sul","Santa Catarina","Canelinha","42"
"Sul","Santa Catarina","Canoinhas","42"
"Sul","Santa Catarina","Capivari de Baixo","42"
"Sul","Santa Catarina","Catanduvas","42"
"Sul","Santa Catarina","Caxambu do Sul","42"
"Sul","Santa Catarina","Chapecó","42"
"Sul","Santa Catarina","Cocal do Sul","42"
"Sul","Santa Catarina","Concórdia","42"
"Sul","Santa Catarina","Coronel Freitas","42"
"Sul","Santa Catarina","Criciúma","42"
"Sul","Santa Catarina","Cunha Porã","42"
"Sul","Santa Catarina","Faxinal dos Guedes","42"
"Sul","Santa Catarina","Florianópolis","42"
"Sul","Santa Catarina","Forquilhinha","42"
"Sul","Santa Catarina","Fraiburgo","42"
"Sul","Santa Catarina","Garopaba","42"
"Sul","Santa Catarina","Garuva","42"
"Sul","Santa Catarina","Gaspar","42"
"Sul","Santa Catarina","Governador Celso Ramos","42"
"Sul","Santa Catarina","Grão Pará","42"
"Sul","Santa Catarina","Gravatal","42"
"Sul","Santa Catarina","Guabiruba","42"
"Sul","Santa Catarina","Guaramirim","42"
"Sul","Santa Catarina","Guatambú","42"
"Sul","Santa Catarina","Herval d'Oeste","42"
"Sul","Santa Catarina","Ibicaré","42"
"Sul","Santa Catarina","Içara","42"
"Sul","Santa Catarina","Ilhota","42"
"Sul","Santa Catarina","Imbituba","42"
"Sul","Santa Catarina","Indaial","42"
"Sul","Santa Catarina","Ipira","42"
"Sul","Santa Catarina","Ipumirim","42"
"Sul","Santa Catarina","Irani","42"
"Sul","Santa Catarina","Irati","42"
"Sul","Santa Catarina","Itá","42"
"Sul","Santa Catarina","Itaiópolis","42"
"Sul","Santa Catarina","Itajaí","42"
"Sul","Santa Catarina","Itapema","42"
"Sul","Santa Catarina","Itapiranga","42"
"Sul","Santa Catarina","Ituporanga","42"
"Sul","Santa Catarina","Jaborá","42"
"Sul","Santa Catarina","Jaguaruna","42"
"Sul","Santa Catarina","Jaraguá do Sul","42"
"Sul","Santa Catarina","Joaçaba","42"
"Sul","Santa Catarina","Joinville","42"
"Sul","Santa Catarina","Lages","42"
"Sul","Santa Catarina","Laguna","42"
"Sul","Santa Catarina","Lindóia do Sul","42"
"Sul","Santa Catarina","Luiz Alves","42"
"Sul","Santa Catarina","Mafra","42"
"Sul","Santa Catarina","Maracajá","42"
"Sul","Santa Catarina","Maravilha","42"
"Sul","Santa Catarina","Massaranduba","42"
"Sul","Santa Catarina","Meleiro","42"
"Sul","Santa Catarina","Morro da Fumaça","42"
"Sul","Santa Catarina","Navegantes","42"
"Sul","Santa Catarina","Nova Erechim","42"
"Sul","Santa Catarina","Nova Trento","42"
"Sul","Santa Catarina","Nova Veneza","42"
"Sul","Santa Catarina","Orleans","42"
"Sul","Santa Catarina","Ouro","42"
"Sul","Santa Catarina","Paial","42"
"Sul","Santa Catarina","Palhoça","42"
"Sul","Santa Catarina","Palma Sola","42"
"Sul","Santa Catarina","Palmitos","42"
"Sul","Santa Catarina","Papanduva","42"
"Sul","Santa Catarina","Passo de Torres","42"
"Sul","Santa Catarina","Paulo Lopes","42"
"Sul","Santa Catarina","Pedras Grandes","42"
"Sul","Santa Catarina","Penha","42"
"Sul","Santa Catarina","Peritiba","42"
"Sul","Santa Catarina","Pescaria Brava","42"
"Sul","Santa Catarina","Balneário Piçarras","42"
"Sul","Santa Catarina","Pinhalzinho","42"
"Sul","Santa Catarina","Piratuba","42"
"Sul","Santa Catarina","Planalto Alegre","42"
"Sul","Santa Catarina","Pomerode","42"
"Sul","Santa Catarina","Ponte Serrada","42"
